City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Gazanjyk,TM,7/13/2021 8:34,39.2446,55.5154,100.29,20,0,4.7
309,Bella Vista,US,7/13/2021 8:34,36.4295,-94.2316,65.59,94,1,4
310,Lavrentiya,RU,7/13/2021 8:34,65.5833,-171,44.56,92,99,7.38
311,Igdir,TR,7/13/2021 8:34,39.9237,44.045,91.33,27,20,6.91
312,Camocim,BR,7/13/2021 8:34,-2.9022,-40.8411,77.88,74,96,14
313,Khani,GE,7/13/2021 8:34,41.9563,42.9566,78.37,52,95,4.5
314,Lata,PT,7/13/2021 8:31,40.1629,-8.3327,67.05,52,4,6.22
315,Venice,US,7/13/2021 8:30,27.0998,-82.4543,77,95,40,6.91
316,Bambanglipuro,ID,7/13/2021 8:34,-7.95,110.2833,66.6,66,99,10.42
317,De-Kastri,RU,7/13/2021 8:34,51.4667,140.7833,63.88,91,100,7.4
318,Kvarkeno,RU,7/13/2021 8:34,52.0833,59.725,71.92,37,34,15.7
319,Kawalu,ID,7/13/2021 8:34,-7.3817,108.2082,82.49,60,81,6.76
320,Garowe,SO,7/13/2021 8:33,8.4054,48.4845,86.29,38,100,34.87
321,Roald,NO,7/13/2021 8:32,62.5833,6.1333,74.16,82,20,11.5
322,Mulchen,CL,7/13/2021 8:34,-37.7167,-72.2333,36.32,90,0,3.4
323,Ewa Beach,US,7/13/2021 8:32,21.3156,-158.0072,78.75,71,1,11.99
324,Lielvarde,LV,7/13/2021 8:34,56.7207,24.8074,83.79,48,98,4.41
325,Hearst,CA,7/13/2021 8:34,49.6835,-83.6665,53.85,83,6,5.48
326,Kabarnet,KE,7/13/2021 8:31,0.4919,35.743,72.72,46,22,1.45
327,Nalut,LY,7/13/2021 8:34,30.3333,10.85,90.5,21,0,9.17
328,Batemans Bay,AU,7/13/2021 8:30,-35.7167,150.1833,54.91,72,100,8.37
329,Mount Gambier,AU,7/13/2021 8:31,-37.8333,140.7667,51.71,93,75,8.05
330,Mayo,US,7/13/2021 8:34,38.8876,-76.5119,80.71,85,1,1.99
331,Sao Filipe,CV,7/13/2021 8:30,14.8961,-24.4956,72.28,79,100,5.99
332,Vao,NC,7/13/2021 8:34,-22.6667,167.4833,67.21,60,94,13.71
333,Zadar,HR,7/13/2021 8:34,44.1197,15.2422,91.65,31,0,16.11
334,Port-Gentil,GA,7/13/2021 8:32,-0.7193,8.7815,78.76,78,90,10.36
335,Hamilton,US,7/13/2021 8:31,39.1834,-84.5333,73.36,96,1,1.01
336,Karatuzskoye,RU,7/13/2021 8:34,53.6072,92.8667,76.6,56,18,3.56
337,Alta Floresta,BR,7/13/2021 8:34,-9.8756,-56.0861,64.24,63,20,3.94
338,Prieska,ZA,7/13/2021 8:34,-29.6641,22.7474,44.62,41,34,17.87
339,Nome,US,7/13/2021 8:34,64.5011,-165.4064,55.47,82,1,3.44
340,Lagunas,PE,7/13/2021 8:34,-5.2269,-75.6753,68.38,99,89,1.97
341,Kerrobert,CA,7/13/2021 8:34,51.9168,-109.1348,59.05,56,5,0.96
342,Veraval,IN,7/13/2021 8:34,20.9,70.3667,82.72,84,100,13.44
343,Eirunepe,BR,7/13/2021 8:34,-6.6603,-69.8736,68.95,98,9,2.64
344,Tessalit,ML,7/13/2021 8:34,20.1986,1.0114,101.62,8,25,6.87
345,Manoel Urbano,BR,7/13/2021 8:34,-8.8389,-69.2597,68.61,80,0,1.52
346,Waw,SS,7/13/2021 8:34,7.7029,27.9953,72.21,94,100,5.46
347,Brae,GB,7/13/2021 8:35,60.3964,-1.353,60.71,81,98,2.59
348,Hambantota,LK,7/13/2021 8:31,6.1241,81.1185,93.54,55,20,18.41
349,Bredy,RU,7/13/2021 8:33,52.4153,60.3411,69.94,39,23,16.17
350,Malkerns,SZ,7/13/2021 8:35,-26.5667,31.1833,67.5,19,0,10.98
351,Aguimes,ES,7/13/2021 8:35,27.9054,-15.4461,73.65,64,1,23.02
352,Limulunga,ZM,7/13/2021 8:35,-15.0969,23.1376,77.27,30,25,4.97
353,Wichita Falls,US,7/13/2021 8:35,33.9137,-98.4934,74.46,86,1,8.05
354,Caravelas,BR,7/13/2021 8:35,-17.7125,-39.2481,66.97,91,3,2.44
355,Halifax,CA,7/13/2021 8:29,44.6453,-63.5724,59.05,93,35,4
356,Borogontsy,RU,7/13/2021 8:35,62.6683,131.1683,72.45,46,76,2.26
357,Teknaf,BD,7/13/2021 8:35,20.8624,92.3058,83.86,80,72,13.6
358,Taganak,PH,7/13/2021 8:35,6.0833,118.3,86.14,69,97,9.31
359,Baykit,RU,7/13/2021 8:32,61.67,96.37,76.68,28,23,2.59
360,Los Angeles,US,7/13/2021 8:35,34.0522,-118.2437,76.89,84,1,0
361,Ulladulla,AU,7/13/2021 8:30,-35.35,150.4667,54.88,69,100,9.1
362,Vila Franca Do Campo,PT,7/13/2021 8:32,37.7167,-25.4333,68.41,75,100,9.93
363,Ikongo,MG,7/13/2021 8:35,-21.8833,47.4333,74.34,59,26,4.99
364,Saint-Leu,RE,7/13/2021 8:35,-21.15,55.2833,76.68,79,20,9.24
365,Mehamn,NO,7/13/2021 8:32,71.0357,27.8492,62.55,67,0,16.11
366,Kendari,ID,7/13/2021 8:30,-3.945,122.4989,79.95,89,98,1.48
367,Ochakiv,UA,7/13/2021 8:35,46.6128,31.5498,80.74,53,30,11.18
368,Nhulunbuy,AU,7/13/2021 8:35,-12.2333,136.7667,79.41,73,75,13.8
369,Phuthaditjhaba,ZA,7/13/2021 8:35,-28.5242,28.8158,47.77,19,0,10.65
370,Faanui,PF,7/13/2021 8:31,-16.4833,-151.75,80.26,72,29,24.74
371,Qiongshan,CN,7/13/2021 8:35,20.0058,110.3542,87.78,70,40,6.71
372,Coron,PH,7/13/2021 8:35,11.9986,120.2043,79.92,82,100,4.25
373,Saskylakh,RU,7/13/2021 8:30,71.9167,114.0833,48.33,82,100,18.63
374,Mandalgovi,MN,7/13/2021 8:31,45.7625,106.2708,85.73,16,19,19.06
375,Oktyabrskiy,RU,7/13/2021 8:35,54.4815,53.471,76.39,50,70,14.27
376,Soroti,UG,7/13/2021 8:35,1.7146,33.6111,69.69,73,92,2.35
377,Whitianga,NZ,7/13/2021 8:35,-36.8333,175.7,44.02,81,82,5.79
378,La Ronge,CA,7/13/2021 8:32,55.1001,-105.2842,59.25,82,1,4.61
379,Cartagena,CO,7/13/2021 8:31,10.3997,-75.5144,80.22,100,40,6.91
380,Grand Gaube,MU,7/13/2021 8:30,-20.0064,57.6608,74.37,65,28,10
381,College,US,7/13/2021 8:32,64.8569,-147.8028,67.98,52,40,0
382,Villa Maria,AR,7/13/2021 8:30,-32.4075,-63.2402,49.78,82,1,8.5
383,Port Hardy,CA,7/13/2021 8:31,50.6996,-127.4199,51.8,93,40,4.61
384,Port Blair,IN,7/13/2021 8:35,11.6667,92.75,84.29,75,95,12.1
385,Rudnya,RU,7/13/2021 8:35,54.947,31.0934,86.25,49,0,7.54
386,Teya,RU,7/13/2021 8:35,60.3778,92.6267,74.07,29,20,4.03
387,Aktash,RU,7/13/2021 8:35,50.3,87.7333,65.14,34,51,6.44
388,Fukue,JP,7/13/2021 8:35,32.6881,128.8419,82.76,94,75,11.5
389,Pundaguitan,PH,7/13/2021 8:35,6.3711,126.1689,81.21,79,100,8.9
390,Westport,US,7/13/2021 8:35,41.1415,-73.3579,70.32,92,90,1.01
391,Lazaro Cardenas,MX,7/13/2021 8:30,17.9583,-102.2,78.31,87,100,4.14
392,Kaitangata,NZ,7/13/2021 8:31,-46.2817,169.8464,42.93,77,95,6.49
393,Hisar,IN,7/13/2021 8:35,29.1667,75.7167,87.78,63,100,11.3
394,Fuling,CN,7/13/2021 8:35,29.7022,107.3919,92.82,69,20,3
395,Wuning,CN,7/13/2021 8:35,29.2589,120.2311,95.02,60,100,3.29
396,Mahajanga,MG,7/13/2021 8:35,-15.7167,46.3167,84.22,34,0,12.66
397,Seshcha,RU,7/13/2021 8:35,53.7361,33.3387,82.98,53,0,5.23
398,Kyren,RU,7/13/2021 8:35,51.6828,102.1408,68.52,60,100,4.18
399,Baudh,IN,7/13/2021 8:35,20.8416,84.3213,92.46,54,92,10.65
400,Eureka,US,7/13/2021 8:31,40.8021,-124.1637,56.68,81,23,3
401,Meulaboh,ID,7/13/2021 8:35,4.1363,96.1285,84.74,65,53,5.95
402,Saint-Joseph,RE,7/13/2021 8:35,-21.3667,55.6167,76.21,66,37,14.74
403,Khandbari,NP,7/13/2021 8:35,27.3747,87.2039,83.57,71,63,5.57
404,Dicabisagan,PH,7/13/2021 8:35,17.0818,122.4157,86.25,71,55,4.47
405,Beloha,MG,7/13/2021 8:31,-25.1667,45.05,83.07,33,0,6.08
406,Vaitape,PF,7/13/2021 8:35,-16.5167,-151.75,80.28,72,27,24.61
407,Yambio,SS,7/13/2021 8:35,4.5721,28.3955,69.8,96,100,0.2
408,Uaua,BR,7/13/2021 8:35,-9.8414,-39.4817,63.7,93,52,10.78
409,Worthington,US,7/13/2021 8:35,40.0931,-83.018,75.25,92,1,9.22
410,Saint-Augustin,CA,7/13/2021 8:32,51.226,-58.6502,51.4,72,9,7.52
411,Chadiza,ZM,7/13/2021 8:35,-14.0678,32.4392,76.39,36,4,4.81
412,Cabo San Lucas,MX,7/13/2021 8:30,22.8909,-109.9124,83.52,64,100,8.99
413,San Policarpo,PH,7/13/2021 8:32,12.1791,125.5072,82.87,77,100,5.59
414,Jiazi,CN,7/13/2021 8:35,22.8779,116.067,87.85,68,76,8.84
415,Davila,PH,7/13/2021 8:35,18.4726,120.5763,85.98,77,100,5.08
416,Alofi,NU,7/13/2021 8:31,-19.0595,-169.9187,73.29,94,92,5.75
417,Vila,PT,7/13/2021 8:35,42.0304,-8.1588,55.74,76,27,5.59
418,Balikpapan,ID,7/13/2021 8:35,-1.2675,116.8289,85.19,79,20,3.44
419,Manhush,UA,7/13/2021 8:35,47.0558,37.3107,78.53,100,51,14.92
420,Gambela,ET,7/13/2021 8:35,8.25,34.5833,72.9,89,100,3.6
421,Bezhetsk,RU,7/13/2021 8:35,57.7851,36.6965,85.68,48,5,3.89
422,Ravar,IR,7/13/2021 8:35,31.2656,56.8055,104.49,10,0,12.08
423,Cuenca,EC,7/13/2021 8:32,-2.8833,-78.9833,51.37,98,100,2.26
424,Sobolevo,RU,7/13/2021 8:35,54.4299,31.8996,83.48,52,0,7.63
425,Sheopur,IN,7/13/2021 8:35,25.6667,76.7,100.94,31,99,1.3
426,Bubaque,GW,7/13/2021 8:35,11.2833,-15.8333,78.21,83,100,7.14
427,Geraldton,AU,7/13/2021 8:31,-28.7667,114.6,66.61,68,75,20.71
428,Chudniv,UA,7/13/2021 8:35,50.052,28.1175,79.63,61,81,5.77
429,Constitucion,CL,7/13/2021 8:30,-35.3333,-72.4167,45.68,79,0,5.03
430,Los Llanos De Aridane,ES,7/13/2021 8:35,28.6585,-17.9182,71.35,69,0,14.97
431,Sisimiut,GL,7/13/2021 8:31,66.9395,-53.6735,46.74,53,100,9.44
432,Puerto Baquerizo Moreno,EC,7/13/2021 8:30,-0.9,-89.6,71.19,87,82,10.6
433,Manadhoo,MV,7/13/2021 8:35,5.7667,73.3833,82.38,81,100,13.27
434,Bereda,ES,7/13/2021 8:35,43.2686,-7.5406,59,100,95,2.33
435,Lasa,IT,7/13/2021 8:32,46.6166,10.7002,74.14,88,86,8.39
436,Sao Joao Da Barra,BR,7/13/2021 8:31,-21.6403,-41.0511,65.59,93,1,3.94
437,Comodoro Rivadavia,AR,7/13/2021 8:35,-45.8667,-67.5,42.66,61,0,19.57
438,Monroe,US,7/13/2021 8:32,43.1501,-77.6831,71.98,90,90,0
439,Tasiilaq,GL,7/13/2021 8:31,65.6145,-37.6368,44.76,96,100,2.46
440,Kavaratti,IN,7/13/2021 8:32,10.5669,72.642,82.92,82,30,18.84
441,Taoudenni,ML,7/13/2021 8:35,22.6783,-3.9836,107.46,11,1,9.35
442,Northam,GB,7/13/2021 8:32,51.0333,-4.2167,70.2,89,18,10
443,Sahuaripa,MX,7/13/2021 8:35,29.05,-109.2333,79.41,66,4,3.22
444,Durban,ZA,7/13/2021 8:31,-29.8579,31.0292,69.93,57,0,10
445,Ordu,TR,7/13/2021 8:35,40.9086,37.6845,66.7,56,2,7.63
446,Minab,IR,7/13/2021 8:35,27.1467,57.0801,96.3,49,100,14.38
447,Fare,PF,7/13/2021 8:35,-16.7,-151.0167,79.68,72,16,23.29
448,Sangar,RU,7/13/2021 8:35,63.9242,127.4739,71.31,46,76,5.28
449,Broken Hill,AU,7/13/2021 8:32,-31.95,141.4333,58.71,36,90,12.66
450,Mawlaik,MM,7/13/2021 8:35,23.6333,94.4167,90.82,59,84,4.52
451,Antofagasta,CL,7/13/2021 8:33,-23.65,-70.4,58.28,85,100,6.51
452,Ambon,ID,7/13/2021 8:30,-3.6954,128.1814,78.94,89,75,6.91
453,Along,IN,7/13/2021 8:35,28.1667,94.7667,85.89,84,75,3
454,Tlapehuala,MX,7/13/2021 8:35,18.2167,-100.5167,71.55,95,100,1.28
455,Dutse,NG,7/13/2021 8:35,11.7594,9.3392,82.9,53,89,10.67
456,Warangal,IN,7/13/2021 8:35,18,79.5833,84.78,70,95,9.35
457,Catamarca,AR,7/13/2021 8:35,-28.4696,-65.7852,56.77,72,0,1.77
458,Santa Maria,BR,7/13/2021 8:30,-29.6842,-53.8069,59.9,76,99,2.91
459,Shelburne,CA,7/13/2021 8:31,44.0787,-80.2041,65.23,87,100,4.59
460,Dong Hoi,VN,7/13/2021 8:35,17.4833,106.6,86.49,70,100,9.48
461,Nara,JP,7/13/2021 8:35,34.6851,135.8049,85.37,94,100,4.27
462,Victor Harbor,AU,7/13/2021 8:35,-35.5667,138.6167,58.46,83,98,16.37
463,Launceston,AU,7/13/2021 8:31,-41.45,147.1667,51.8,97,90,1.01
464,Bichena,ET,7/13/2021 8:35,10.45,38.2,64.04,64,98,5.64
465,Muros,ES,7/13/2021 8:35,42.7762,-9.0603,64.24,78,83,3.67
466,Krasnyy Chikoy,RU,7/13/2021 8:32,50.3643,108.7512,80.01,59,100,5.17
467,Sept-Iles,CA,7/13/2021 8:32,50.2001,-66.3821,46.83,93,40,2.3
468,Faya,SA,7/13/2021 8:31,18.3851,42.4509,87.91,15,29,14.52
469,Boende,CD,7/13/2021 8:35,-0.2167,20.8667,91.36,27,3,4.03
470,Jiuquan,CN,7/13/2021 8:35,39.7432,98.5174,86.38,24,1,5.79
471,Roma,US,7/13/2021 8:31,43.2128,-75.4557,73.13,90,90,6.91
472,Maceio,BR,7/13/2021 8:30,-9.6658,-35.7353,69.24,94,0,3.44
473,Grass Valley,US,7/13/2021 8:35,39.2191,-121.0611,80.82,30,0,5.99
474,Grand Baie,MU,7/13/2021 8:35,-20.0182,57.5802,75.45,65,17,10
475,Agropoli,IT,7/13/2021 8:35,40.3469,14.9966,88.09,46,5,6.51
476,Burns Lake,CA,7/13/2021 8:35,54.2331,-125.7533,54.82,69,58,2.53
477,Cairns,AU,7/13/2021 8:31,-16.9167,145.7667,71.55,87,90,10.36
478,Khorramshahr,IR,7/13/2021 8:35,30.4397,48.1664,116.55,9,0,21.85
479,Lajas,PR,7/13/2021 8:35,18.05,-67.0593,79.41,83,15,1.01
480,Talakan,RU,7/13/2021 8:35,50.3167,130.3667,78.76,92,98,5.95
481,Ketchikan,US,7/13/2021 8:33,55.3422,-131.6461,57.67,88,90,0
482,Tsaratanana,MG,7/13/2021 8:35,-16.7833,47.65,77.61,50,2,15.66
483,Ullapool,GB,7/13/2021 8:35,57.8987,-5.1604,64.94,78,78,1.25
484,Botwood,CA,7/13/2021 8:35,49.1499,-55.3482,47.89,92,35,7.78
485,Mantua,IT,7/13/2021 8:35,45.1667,10.7833,83.91,72,99,10
486,Mount Vernon,US,7/13/2021 8:31,40.9126,-73.8371,71.22,88,90,4
487,Camacha,PT,7/13/2021 8:31,33.0833,-16.3333,66.96,73,40,18.41
488,Huilong,CN,7/13/2021 8:33,31.8111,121.655,90.99,83,100,15.95
489,Lixourion,GR,7/13/2021 8:35,38.2019,20.4314,85.86,54,0,5.75
490,Muswellbrook,AU,7/13/2021 8:35,-32.2667,150.9,53.33,83,94,5.17
491,Sakiai,LT,7/13/2021 8:35,54.9547,23.0358,84.45,58,98,9.8
492,Cabedelo,BR,7/13/2021 8:31,-6.9811,-34.8339,72.27,83,43,12.66
493,Pascagoula,US,7/13/2021 8:35,30.3658,-88.5561,79.03,91,1,6.91
494,Chino Valley,US,7/13/2021 8:32,34.7575,-112.4538,80.91,49,1,1.99
495,Harper,LR,7/13/2021 8:35,4.375,-7.7169,77.58,75,100,6.98
496,Nago,JP,7/13/2021 8:35,26.5881,127.9761,90.03,73,100,7.58
497,Kondagaon,IN,7/13/2021 8:35,19.6,81.6667,83.3,67,97,4.85
498,Tautira,PF,7/13/2021 8:35,-17.7333,-149.15,75.22,74,4,20.65
499,Kaili,ID,7/13/2021 8:35,-3.4626,120.2147,72.21,81,92,3.2
500,Kalur Kot,PK,7/13/2021 8:35,32.1564,71.2594,98.94,38,29,4.68
501,Rubtsovsk,RU,7/13/2021 8:35,51.5,81.25,83.97,38,91,12.01
502,Bolshaya Martynovka,RU,7/13/2021 8:35,47.271,41.6679,86.16,27,0,12.64
503,Port Augusta,AU,7/13/2021 8:35,-32.5,137.7667,63.72,48,100,16.71
504,Ambanja,MG,7/13/2021 8:35,-13.6833,48.45,82.33,40,0,6.85
505,San Cristobal,VE,7/13/2021 8:30,7.7669,-72.225,64.62,98,100,4.63
506,Nizhniy Baskunchak,RU,7/13/2021 8:35,48.2198,46.8311,87.71,22,0,13.8
507,Escanaba,US,7/13/2021 8:34,45.7453,-87.0646,66.51,88,20,0
508,El Ejido,ES,7/13/2021 8:35,36.7763,-2.8146,79.75,53,1,14.56
509,Tromso,NO,7/13/2021 8:34,69.6496,18.957,59.65,94,75,3.44
510,Porto Walter,BR,7/13/2021 8:32,-8.2686,-72.7439,68.43,99,27,1.7
511,Mushie,CD,7/13/2021 8:35,-3.0167,16.9,89.28,28,27,4.09
512,Olafsvik,IS,7/13/2021 8:32,64.8945,-23.7142,50.61,88,96,19.69
513,Cabot,US,7/13/2021 8:34,34.9745,-92.0165,73.13,98,1,0
514,Nelson,NZ,7/13/2021 8:35,-41.2833,173.2833,41.7,89,1,4
515,Manokwari,ID,7/13/2021 8:35,-0.8667,134.0833,82.22,75,88,3.11
516,Najran,SA,7/13/2021 8:32,17.4924,44.1277,101.05,9,74,14.18
517,Nador,MA,7/13/2021 8:35,35.174,-2.9287,82.47,38,0,17.27
518,Lagos,NG,7/13/2021 8:35,6.5833,3.75,80.92,65,100,7.58
519,Waitati,NZ,7/13/2021 8:35,-45.75,170.5667,41.81,72,45,5.17
520,Korla,CN,7/13/2021 8:32,41.7597,86.1469,88.47,23,83,11.43
521,Abnub,EG,7/13/2021 8:30,27.2696,31.1511,97.02,16,0,15.77
522,Asfi,MA,7/13/2021 8:34,32.2994,-9.2372,71.49,67,20,17.81
523,Mega,ET,7/13/2021 8:31,4.05,38.3,69.46,48,86,17.69
524,Bandarbeyla,SO,7/13/2021 8:35,9.4942,50.8122,89.42,42,100,34.16
525,Japura,ID,7/13/2021 8:35,-0.3167,102.35,73.06,87,100,2.55
526,Buzmeyin,TM,7/13/2021 8:35,38.0507,58.2056,96.53,21,20,9.22
527,Merauke,ID,7/13/2021 8:31,-8.4667,140.3333,80.02,85,81,18.07
528,Longyearbyen,SJ,7/13/2021 8:32,78.2186,15.6401,44.44,81,75,13.8
529,Kholodnyy,RU,7/13/2021 8:35,62.7167,147.95,66.13,40,40,7.52
530,Adrar,MR,7/13/2021 8:32,20.5022,-10.0711,93.97,28,5,8.79
531,Gat,IL,7/13/2021 8:35,31.61,34.7642,92.39,36,0,12.95
532,Zhigansk,RU,7/13/2021 8:35,66.7697,123.3711,70.32,52,55,17.07
533,Pacific Grove,US,7/13/2021 8:30,36.6177,-121.9166,59.25,91,90,3
534,Estelle,US,7/13/2021 8:35,29.8458,-90.1067,79,86,1,4.61
535,Son La,VN,7/13/2021 8:35,21.3167,103.9,88.5,56,70,0.81
536,Williston,US,7/13/2021 8:32,48.147,-103.618,66.31,79,2,0.78
537,Buraydah,SA,7/13/2021 8:31,26.326,43.975,106.25,7,92,7.47
538,Mosquera,CO,7/13/2021 8:35,4.7059,-74.2302,51.89,82,75,3.44
539,Gravdal,NO,7/13/2021 8:35,68.1214,13.5031,57.09,77,75,14.97
540,Tazovskiy,RU,7/13/2021 8:32,67.4667,78.7,43.97,57,90,11.32
541,Praya,CV,7/13/2021 8:33,14.9215,-23.5087,73.94,73,75,13.8
542,Sindor,RU,7/13/2021 8:35,62.8629,51.8905,72.75,26,11,2.24
543,Yankton,US,7/13/2021 8:35,42.8711,-97.3973,68.11,82,1,5.75
544,Sukpak,RU,7/13/2021 8:35,51.6667,94.6333,80.55,33,100,9.28
545,Qasigiannguit,GL,7/13/2021 8:35,68.8193,-51.1922,44.85,71,100,3.15
546,Matara,LK,7/13/2021 8:35,5.9485,80.5353,85.05,69,100,16.51
547,Laguna,US,7/13/2021 8:35,38.421,-121.4238,77.45,78,1,5.99
548,Bitung,ID,7/13/2021 8:35,1.4451,125.1824,79.65,82,31,6.08
549,Jinka,ET,7/13/2021 8:35,5.65,36.65,77.58,45,92,0.74
550,Teguise,ES,7/13/2021 8:32,29.0605,-13.564,70.02,73,0,21.85
551,Anchorage,US,7/13/2021 8:31,61.2181,-149.9003,57.69,83,90,1.99
552,Aleksandrovsk,RU,7/13/2021 8:35,59.158,57.5624,70.32,37,1,6.82
553,Solikamsk,RU,7/13/2021 8:35,59.6196,56.7729,68.5,34,0,6.85
554,Chardara,KZ,7/13/2021 8:35,41.2547,67.9692,94.46,20,47,11.9
555,Dawson Creek,CA,7/13/2021 8:35,55.7666,-120.2362,62.56,88,1,3.44
556,Puro,PH,7/13/2021 8:35,12.4841,123.3827,81.86,82,100,8.08
557,Qaqortoq,GL,7/13/2021 8:35,60.7167,-46.0333,45.1,88,46,0.94
558,Sembe,CG,7/13/2021 8:35,1.6481,14.5806,82.15,62,76,3.6
559,Shenjiamen,CN,7/13/2021 8:36,29.9576,122.298,79.52,90,100,22.12
560,Saint-Vallier,FR,7/13/2021 8:36,46.6411,4.3711,61.18,92,100,6.31
561,Domanivka,UA,7/13/2021 8:36,47.6319,30.9885,84.4,47,9,6.24
562,Saint-Francois,FR,7/13/2021 8:36,46.4154,3.9054,61.68,81,90,10.36
563,Klimovo,RU,7/13/2021 8:33,52.3805,32.1923,83.75,49,3,9.26
564,Paamiut,GL,7/13/2021 8:36,61.994,-49.6678,42.1,87,13,16.6
565,Acopiara,BR,7/13/2021 8:36,-6.0953,-39.4525,66.27,87,38,4.16
566,Quatre Cocos,MU,7/13/2021 8:36,-20.2078,57.7625,75.09,64,63,20.11
567,Ozernovskiy,RU,7/13/2021 8:36,51.5,156.5167,52.7,96,100,2.1
568,Hibbing,US,7/13/2021 8:35,47.4272,-92.9377,62.06,93,40,0
569,Coldwater,US,7/13/2021 8:36,41.9403,-85.0005,71.46,100,1,5.75
570,Abha,SA,7/13/2021 8:36,18.2164,42.5053,87.62,11,0,20.71
571,Belmonte,BR,7/13/2021 8:32,-15.8631,-38.8828,66.7,87,38,2.53
572,Puri,IN,7/13/2021 8:30,19.8,85.85,86.52,73,97,13.22
573,Millinocket,US,7/13/2021 8:36,45.6573,-68.7098,59.41,94,1,0
574,High Prairie,CA,7/13/2021 8:36,55.4334,-116.4858,55.94,67,70,5.01
575,Dukat,RU,7/13/2021 8:30,62.55,155.55,54.07,90,100,1.07
576,General Elizardo Aquino,PY,7/13/2021 8:36,-24.4333,-56.7,64.06,50,92,6.04
577,Camopi,GF,7/13/2021 8:36,3.1655,-52.3158,70.41,100,56,1.16
578,Koslan,RU,7/13/2021 8:36,63.4564,48.8989,69.55,35,82,1.21
579,Mezen,RU,7/13/2021 8:36,65.8522,44.24,72.77,36,81,5.37
580,Necochea,AR,7/13/2021 8:36,-38.5473,-58.7368,46.33,82,36,6.02
